lambdas,Dx,Dy,Dy_mean,flux_sum,flux_integral,flux_err,fwhm,Dy_fwhm_sup,Dy_fwhm_inf,Dx_rot,amplitude_moffat,x_mean,gamma,alpha,eta_gauss,stddev,saturation
979.8328379135748,983.8272450648412,-12.057055670962479,-12.025524228892651,123.9473371323602,122.42023836708626,1.149147430024507,11.557385226655029,-6.278794697234694,-17.83531664469026,983.9007375568203,15.784086151148756,-0.031533797487675486,23.49492625324471,9.320616911593811,-0.36390938121646,7.096649390396539,999.9999999999964
980.6758213208439,984.8271703698144,-12.067790772704303,-12.037746523042724,123.46352294421733,121.83995126555378,1.1479778149747082,11.575894994650184,-6.280275606272751,-17.855305939135857,984.9007375568203,15.668225820515989,-0.030046493985253164,23.54072870834153,9.330578398270125,-0.36320704946540383,7.109725349216893,999.9999999999964
981.5184102310416,985.8270956747876,-12.078522964598351,-12.049968817192797,119.85441917625567,118.48870363123461,1.13921182908553,11.594398942515049,-6.281756515310807,-17.875289413885895,985.9007375568203,15.197430564923357,-0.028556280417685542,23.58659640387018,9.34054531180426,-0.3625035246657165,7.122823000131197,999.9999999999964
982.360604551238,986.8270209797608,-12.089252246644623,-12.06219111134287,120.25150312208592,117.7427215197429,1.140180125152446,11.61289707024963,-6.283237424348863,-17.895267068940385,986.9007375568203,15.062232194681705,-0.027063156784976172,23.632529339830658,9.350517652196208,-0.36179880681739823,7.135942343139454,999.9999999999964
983.2024041891054,987.826946284734,-12.099978618843123,-12.074413405492942,118.13332282122667,115.60050518735146,1.135008437764896,11.631389377853928,-6.284718333386919,-17.915238904299326,987.9007375568203,14.749471638685389,-0.025567123087125054,23.678527516222964,9.360495419445977,-0.3610928959204489,7.149083378241662,999.9999999999964
984.0438090529165,988.8268715897071,-12.110702081193843,-12.086635699643015,115.06312693611696,114.35987199142305,1.1274700059577258,11.649875865327935,-6.286199242424975,-17.93520491996271,988.9007375568203,14.552957978747118,-0.024068179324128636,23.724590933047104,9.370478613553562,-0.36038579197486853,7.162246105437822,999.9999999999964
984.8848190515447,989.8267968946803,-12.121422633696788,-12.098857993793086,116.60213829586836,115.25492839378765,1.131255842763702,11.668356532671659,-6.28768015146303,-17.955165115930548,989.9007375568203,14.628420341339597,-0.02256632549599047,23.770719590303074,9.380467234518964,-0.35967749498065704,7.175430524727933,999.9999999999964
985.7254340944631,990.8267221996535,-12.13214027635196,-12.111080287943158,116.3716372257372,115.12338047386591,1.1306901983431423,11.6868313798851,-6.289161060501086,-17.975119492202836,990.9007375568203,14.573410719419954,-0.021061561602710555,23.816913487990874,9.390461282342185,-0.35896800493781456,7.188636636111996,999.9999999999964
986.5656540917447,991.8266475046267,-12.142855009159355,-12.123302582093231,111.6127164985173,111.30507879025025,1.1189383273834481,11.705300406968249,-6.290641969539141,-17.99506804877957,991.9007375568203,14.05308030756011,-0.01955388764428534,23.8631726261105,9.400460757023225,-0.35825732184634107,7.201864439590009,999.9999999999964
987.4054789540598,992.8265728096,-12.153566832118974,-12.135524876243304,111.23350576344748,109.15722165197008,1.1179970297477069,11.723763613921115,-6.292122878577198,-18.01501078566075,992.9007375568203,13.745707152438447,-0.018043303620718376,23.909497004661958,9.41046565856208,-0.3575454457062365,7.215113935161975,999.9999999999964
988.2449085926784,993.826498114573,-12.16427574523082,-12.147747170393377,112.56047668448902,110.56854982664119,1.1212896697732113,11.742221000743697,-6.293603787615254,-18.034947702846388,993.9007375568203,13.886849925632863,-0.016529809532009665,23.955886623645245,9.420475986958754,-0.3568323765175009,7.228385122827891,999.9999999999964
989.0839429194663,994.8264234195462,-12.174981748494892,-12.15996946454345,106.93415764139077,106.77798840920968,1.1072643315242638,11.760672567435996,-6.29508469665331,-18.05487880033647,994.9007375568203,13.375524830180822,-0.015013405378159206,24.002341483060363,9.430491742213245,-0.3561181142801342,7.2416780025877605,999.9999999999964
989.9225818468866,995.8263487245194,-12.185684841911185,-12.172191758693522,109.48442032131832,107.42662524995545,1.1136442565776747,11.779118313998005,-6.296565605691366,-18.074804078131002,995.9007375568203,13.421375231443678,-0.013494091159163446,24.048861582907307,9.440512924325555,-0.3554026589941365,7.25499257444158,999.9999999999964
990.7608252879987,996.8262740294927,-12.196385025479701,-12.184414052843593,106.46326952212395,104.95198792001531,1.1060833890104196,11.79755824042973,-6.29804651472942,-18.09472353622998,996.9007375568203,13.077692255567616,-0.011971866875025938,24.09544692318609,9.45053953329568,-0.3546860106595078,7.268328838389353,999.9999999999964
991.5986731564569,997.8261993344659,-12.207082299200446,-12.196636346993666,103.47818058502264,103.20381766681574,1.098561668892286,11.815992346731171,-6.2995274237674765,-18.114637174633415,997.9007375568203,12.825993997968824,-0.010446732525746683,24.142097503896693,9.460571569123626,-0.35396816927624797,7.281686794431076,999.9999999999964
992.4361253665107,998.826124639439,-12.217776663073412,-12.208858641143738,103.29737937006732,101.00802096542682,1.0981049100646885,11.834420632902322,-6.301008332805533,-18.134544993341294,998.9007375568203,12.520031757784109,-0.008918688111322126,24.188813325039128,9.470609031809387,-0.35324913484435727,7.29506644256675,999.9999999999964
993.2731818330037,999.8260499444121,-12.228468117098606,-12.221080935293811,102.90440159257085,102.03529717451744,1.0971108822612994,11.85284309894319,-6.302489241843589,-18.15444699235362,999.9007375568203,12.614027727436437,-0.007387733631755822,24.235594386613393,9.480651921352965,-0.35252890736383535,7.3084677827963755,999.9999999999964
994.1098424713731,1000.8259752493854,-12.239156661276024,-12.233303229443884,103.05328430407005,100.59107996297998,1.097488277155675,11.871259744853774,-6.303970150881645,-18.1743431716704,1000.9007375568203,12.402695604093946,-0.005853869087047769,24.282440688619488,9.490700237754364,-0.35180748683468244,7.3218908151199535,999.9999999999964
994.946107197648,1001.8259005543586,-12.249842295605664,-12.245525523593956,99.78045218584771,97.98056975081386,1.089173641886504,11.889670570634067,-6.305451059919701,-18.194233531291626,1001.9007375568203,12.048943740194344,-0.004317094477194416,24.329352231057413,9.500753981013577,-0.35108487325689847,7.335335539537484,999.9999999999964
995.7819759284515,1002.8258258593318,-12.260525020087528,-12.257747817744027,100.25366417118317,98.61800455086653,1.0903803382294484,11.908075576284077,-6.306931968957755,-18.2141180712173,1002.9007375568203,12.09527523879226,-0.0027774098021993154,24.37632901392717,9.51081315113061,-0.3503610666304835,7.348801956048964,999.9999999999964
