lambdas,Dx,Dy,Dy_mean,flux_sum,flux_integral,flux_err,fwhm,Dy_fwhm_sup,Dy_fwhm_inf,Dx_rot,amplitude_moffat,x_mean,gamma,alpha,eta_gauss,stddev,saturation
300.69791068069884,246.55626033105455,-2.5813964093546784,-4.067091766670889,5.971694542809136,0.9712607169879753,0.783013571958708,4.763007072558636,-0.20021681599398766,-4.96257600271537,246.5898025950653,0.1758315952075799,1.4858974758341006,3.9545027697235726,2.340534555563934,-0.03198137875401175,0.1,999.9999999999965
300.69791068069884,247.5561243065164,-2.6045500006476416,-4.083585116046531,7.231038701578558,1.244198802428085,0.7876759713183146,4.752891868552439,-0.22842732133207289,-4.98067267996321,247.5898025950653,0.22563018913680868,1.4792363278371994,3.942106202075949,2.335899255199513,-0.031731433365863745,0.1,999.9999999999965
301.788326541697,248.55598828197824,-2.627687911297148,-4.100078465422172,7.185635562648868,0.8888338749115651,0.7877233153935698,4.742745298992844,-0.25663782667015766,-4.998737995924138,248.5898025950653,0.16146369012571601,1.4725908626169968,3.9297470983829106,2.331277025486571,-0.03148247066340773,0.1,999.9999999999965
302.9884992002834,249.5558522574401,-2.650810141303213,-4.116571814797814,5.7320263977923505,1.7382359336423507,0.7827893973645272,4.73256736387988,-0.2848483320082429,-5.016771950598183,249.5898025950653,0.3163081715853029,1.4659610801734786,3.917425458644455,2.3266678664251086,-0.031234490646643676,0.1,999.9999999999965
304.18850678627297,250.55571623290194,-2.6739166906658287,-4.1330651641734555,7.7704653778949675,1.5467468151782813,0.7901966382553125,4.722358063213534,-0.3130588373463281,-5.03477454398533,250.5898025950653,0.2819479607570917,1.459346980506652,3.905141282860583,2.322071778015125,-0.030987493315571598,0.1,999.9999999999965
305.388348672896,251.5555802083638,-2.6970075593849954,-4.149558513549096,6.056395472102345,1.0924818161687035,0.7843563871132609,4.712117396993804,-0.3412693426844129,-5.052745776085578,251.5898025950653,0.19948611902443966,1.4527485636165167,3.892894571031295,2.3174887602566203,-0.03074147867019149,0.1,999.9999999999965
306.5880242338292,252.55544418382564,-2.7200827474607205,-4.166051862924738,7.361255432274858,1.7987252190266605,0.7891710774537001,4.701845365220706,-0.3694798480224981,-5.0706856468989425,252.5898025950653,0.3290128060204284,1.446165829503066,3.880685323156591,2.312918813149595,-0.030496446710503326,0.1,999.9999999999965
307.7875328431977,253.5553081592875,-2.743142254892989,-4.18254521230038,6.475001910430387,1.0337556999544826,0.7862532570969912,4.69154196789421,-0.39769035336058334,-5.088594156425395,253.5898025950653,0.18941583221142966,1.4395987781663138,3.8685135392364707,2.3083619366940487,-0.030252397436507154,0.1,999.9999999999965
308.9868738755763,254.55517213474934,-2.7661860816818153,-4.199038561676021,5.564949945129757,1.5991042372910302,0.7832401710376357,4.681207205014346,-0.4259008586986681,-5.106471304664963,254.5898025950653,0.2935124175926158,1.433047409606246,3.8563792192709343,2.3038181308899817,-0.03000933084820295,0.1,999.9999999999965
310.1860467059911,255.5550361102112,-2.789214227827193,-4.215531911051663,5.82746714809446,0.9476075425644616,0.7843790027247872,4.670841076581098,-0.45411136403675334,-5.124317091617633,255.5898025950653,0.1742330883042107,1.4265117238228697,3.844282363259982,2.2992873957373936,-0.0297672469455907,0.1,999.9999999999965
311.38505070992096,256.55490008567307,-2.812226693329121,-4.232025260427304,4.711741910686776,0.8065205329286902,0.7806271657183637,4.660443582594468,-0.4823218693748377,-5.142131517283405,256.5898025950653,0.1485494903073692,1.419991720816185,3.8322229712036133,2.2947697312362845,-0.02952614572867043,0.1,999.9999999999965
