#	HD205905	HoloPhAg	1.012	
171.12949	3.7532999361683823e-13	303.7909749970753	3.784105286724971e-15	8.525148804940063e-15
171.26659	1.736800010144616e-13	305.02241824739474	3.590170549392249e-15	8.528398067987216e-15
171.4037	2.1291000319353916e-13	306.25369234608553	3.384814265306052e-15	8.510221146717686e-15
171.5408	1.351100082666421e-13	307.48479663838464	3.220653368545547e-15	8.499047683521525e-15
171.6779	1.5929000297464859e-13	308.71573046999436	3.0417511913263426e-15	8.464731756851315e-15
171.815	8.167799494313513e-14	309.9464931870851	2.932621931103092e-15	8.410680383511294e-15
171.95212	-9.170300853409952e-16	311.1770841362957	2.7235098609779086e-15	8.401870346311004e-15
172.08922	6.335299893099985e-14	312.4075026647359	2.678902227918329e-15	8.371870942637022e-15
172.22633	1.0615000440377045e-13	313.63774811998763	2.4490631522659235e-15	8.323943365426717e-15
172.36345	3.7210002506004e-14	314.86781985010686	2.2837016443407684e-15	8.256782972478612e-15
172.50056	-3.4143998540372755e-14	316.097717203625	2.3446057544842822e-15	8.201963703788606e-15
172.63766	6.629599903213432e-14	317.3274395295508	2.0557891513878043e-15	8.222833854500568e-15
172.7748	1.31430002972436e-13	318.5569861773717	1.8472413038273174e-15	8.20489495276535e-15
172.9119	2.115400128487655e-13	319.78635649705586	1.857088411133497e-15	8.175177994083016e-15
173.04903	1.1353001074567405e-13	321.0155498390533	1.7071136909872387e-15	8.112841149860204e-15
173.18614	1.2004000102733753e-13	322.2445655542979	1.5950319168575624e-15	8.118461307625251e-15
173.32327	1.326099995418334e-13	323.4734029942083	1.487947210084831e-15	8.09267684016919e-15
173.46039	-4.9151004727241724e-14	324.70206151069095	1.325540877830737e-15	8.079579300936381e-15
173.5975	-2.2699000524529504e-14	325.9305404561404	1.19713328423379e-15	8.019941501892144e-15
173.73465	-1.994400007470085e-14	327.1588391834412	1.00363572057494e-15	7.974253202711795e-15
173.87177	1.5977000202501143e-13	328.3869570459702	9.103218132018926e-16	7.980946240820546e-15
174.0089	-3.127300188737788e-14	329.6148933975966	7.478952667351853e-16	7.974356976070964e-15
174.14603	7.90929939433702e-14	330.8426475926858	7.031627081844198e-16	7.996177119928301e-15
174.28316	2.2755000549331955e-13	332.0702189860988	4.670640052497886e-16	7.933008247452904e-15
174.42029	1.0716999787967985e-13	333.29760693319514	2.7731758492673383e-16	7.970408033026978e-15
174.55742	1.0720999952729303e-13	334.524810789834	2.4069038528799034e-16	7.916091416951298e-15
174.69455	2.1825001483785133e-13	335.75182991237574	7.907862696044442e-17	7.88748088035794e-15
174.8317	1.7529000387874787e-13	336.97866365768425	1.0979841507786648e-14	7.920041453849961e-15
174.96883	9.59569995870057e-14	338.205311383127	2.337794447913746e-14	7.900609281924419e-15
175.10597	2.248499946483235e-13	339.4317724465781	3.632382196489742e-14	7.906594317362504e-15
175.2431	1.6986999628069664e-13	340.6580462064191	5.808754121384771e-14	7.949745596526602e-15
175.38025	3.324900109036775e-13	341.88413202154084	8.335623761570181e-14	7.993544717344164e-15
175.51738	2.534800040346252e-13	343.1100292513448	1.0190292528610249e-13	8.000367317254833e-15
175.65453	2.0568000408885746e-13	344.3357372557447	1.286997146924684e-13	8.021767388879023e-15
175.79167	2.134300052720715e-13	345.5612553951684	1.5522998852402741e-13	8.054752411505228e-15
175.92882	2.8386000228110196e-13	346.7865830305592	1.925237841262185e-13	8.116762147946991e-15
176.06596	2.7079000710047e-13	348.0117195233773	2.3930830558599656e-13	8.187528865436078e-15
176.20311	3.1112002270995593e-13	349.23666423560127	2.6222332902079896e-13	8.20913343298269e-15
176.34027	2.440600239808867e-13	350.4614165297301	2.992071509853866e-13	8.281721348000337e-15
176.47742	1.6013000848798473e-13	351.68597576878415	3.327385851850753e-13	8.324038250274383e-15
176.61458	2.1703000888627877e-13	352.9103413163074	3.667760234647119e-13	8.364776328771086e-15
176.75172	1.9606999832522082e-13	354.1345125363677	4.248857902203517e-13	8.465419823118632e-15
176.88889	2.8144000562530866e-13	355.35848879356024	4.803494351495531e-13	8.537353080042159e-15
177.02603	2.4450999266232165e-13	356.58226945300714	5.625862349402171e-13	8.681036807243365e-15
177.1632	2.9445998431907673e-13	357.8058538803605	6.369199080672185e-13	8.776054053045863e-15
177.30035	1.8938000529098652e-13	359.0292414418024	7.439424288270618e-13	8.94541059975416e-15
177.43752	2.7264998722471703e-13	360.2524315040482	8.573777264137072e-13	9.117516841257727e-15
177.57468	1.0299000717780353e-13	361.47542343434674	9.778535189617905e-13	9.289616291075759e-15
177.71184	1.8301002390734564e-13	362.69821660048194	1.0924757023663559e-12	9.453308682372126e-15
177.849	1.9524000305181954e-13	363.9208103707753	1.2086829024981995e-12	9.616069547115715e-15
177.98618	3.165199872436916e-13	365.1432041140861	1.3203805517685218e-12	9.771191288063585e-15
178.12332	3.134499948884773e-13	366.36539719981414	1.3924673450446244e-12	9.863383961876714e-15
178.2605	2.8269000643878917e-13	367.58738899789995	1.474727637795301e-12	9.959071385991486e-15
178.39767	2.4592001242630674e-13	368.8091788788277	1.5701477713743331e-12	1.0068840078992456e-14
178.53484	2.2576001386489196e-13	370.03076621362555	1.6882933663428384e-12	1.0238348502326295e-14
178.67201	1.8135001955849152e-13	371.2521503738676	1.8318144717200364e-12	1.0432025273820524e-14
178.80917	1.4023000007249205e-13	372.47333073167533	1.983766781076366e-12	1.0623943170568414e-14
178.94637	2.2493000238794152e-13	373.6943066597196	2.125098105702359e-12	1.079179247215726e-14
179.08353	2.0306000575185352e-13	374.9150775312208	2.2533455333546863e-12	1.091242331299094e-14
